image_id,p_180
test_00973,1
test_00974,0
test_00975,0
test_00976,1
test_00977,1
test_00978,0
test_00979,1
test_00980,1
test_00981,1
test_00982,1
test_00983,0
test_00984,1
test_00985,1
test_00986,0
test_00987,0
test_00988,1
test_00989,1
test_00990,0
test_00991,1
test_00992,0
test_00993,0
test_00994,1
test_00995,1
test_00996,1
test_00997,1
test_00998,0
test_00999,0
test_01000,0
test_01001,1
test_01002,1
test_01003,1
test_01004,0
test_01005,0
test_01006,0
test_01007,0
test_01008,1
test_01009,1
test_01010,1
test_01011,1
test_01012,0
test_01013,0
test_01014,0
test_01015,1
test_01016,1
test_01017,0
test_01018,1
test_01019,1
test_01020,1
test_01021,1
test_01022,0
test_01023,1
test_01024,0
test_01025,1
test_01026,1
test_01027,0
test_01028,0
test_01029,1
test_01030,1
test_01031,0
test_01032,1
test_01033,1
test_01034,0
test_01035,0
test_01036,1
test_01037,0
test_01038,1
test_01039,1
test_01040,1
test_01041,1
test_01042,1
test_01043,0
test_01044,1
test_01045,1
test_01046,0
test_01047,1
test_01048,1
test_01049,0
test_01050,0
test_01051,0
test_01052,0
test_01053,1
test_01054,1
test_01055,1
test_01056,0
test_01057,0
test_01058,1
test_01059,1
test_01060,1
test_01061,1
test_01062,1
test_01063,0
test_01064,0
test_01065,0
test_01066,0
test_01067,1
test_01068,1
test_01069,0
test_01070,1
test_01071,1
test_01072,1
test_01073,0
test_01074,1
test_01075,0
test_01076,0
test_01077,1
test_01078,1
test_01079,0
test_01080,1
test_01081,1
test_01082,1
test_01083,1
test_01084,0
test_01085,1
test_01086,1
test_01087,0
test_01088,0
test_01089,1
test_01090,1
test_01091,1
test_01092,1
test_01093,1
test_01094,0
test_01095,1
test_01096,0
test_01097,1
test_01098,1
test_01099,1
test_01100,0
test_01101,1
test_01102,1
test_01103,0
test_01104,1
test_01105,1
test_01106,0
test_01107,1
test_01108,1
test_01109,0
test_01110,1
test_01111,0
test_01112,0
test_01113,1
test_01114,0
test_01115,1
test_01116,1
test_01117,0
test_01118,0
test_01119,0
test_01120,0
test_01121,0
test_01122,0
test_01123,0
test_01124,0
test_01125,1
test_01126,1
test_01127,0
test_01128,0
test_01129,1
test_01130,1
test_01131,1
test_01132,0
test_01133,1
test_01134,0
test_01135,0
test_01136,0
test_01137,1
test_01138,1
test_01139,0
test_01140,1
test_01141,1
test_01142,1
test_01143,0
test_01144,1
test_01145,1
test_01146,1
test_01147,0
test_01148,1
test_01149,0
test_01150,0
test_01151,0
test_01152,0
test_01153,1
test_01154,1
test_01155,0
test_01156,0
test_01157,0
test_01158,0
test_01159,0
test_01160,0
test_01161,0
test_01162,0
test_01163,1
test_01164,0
test_01165,0
test_01166,1
test_01167,1
test_01168,1
test_01169,0
test_01170,0
test_01171,1
test_01172,1
test_01173,0
test_01174,0
test_01175,0
test_01176,0
test_01177,0
test_01178,1
test_01179,0
test_01180,0
test_01181,0
test_01182,1
test_01183,1
test_01184,1
test_01185,0
test_01186,0
test_01187,0
test_01188,0
test_01189,0
test_01190,0
test_01191,0
test_01192,1
test_01193,0
test_01194,1
test_01195,1
test_01196,1
test_01197,1
test_01198,0
test_01199,0
test_01200,0
test_01201,0
test_01202,1
test_01203,1
test_01204,1
test_01205,0
test_01206,1
test_01207,0
test_01208,1
test_01209,0
test_01210,1
test_01211,1
test_01212,0
test_01213,1
test_01214,1
test_01215,0
test_01216,0
test_01217,0
test_01218,0
test_01219,0
test_01220,1
test_01221,1
test_01222,1
test_01223,1
test_01224,1
test_01225,1
test_01226,0
test_01227,1
test_01228,0
test_01229,1
test_01230,1
test_01231,1
test_01232,0
test_01233,1
test_01234,0
test_01235,1
test_01236,1
test_01237,0
test_01238,0
test_01239,1
test_01240,1
test_01241,1
test_01242,1
test_01243,0
test_01244,0
test_01245,1
test_01246,1
test_01247,1
test_01248,0
test_01249,1
test_01250,1
test_01251,1
test_01252,1
test_01253,1
test_01254,1
test_01255,1
test_01256,1
test_01257,0
test_01258,0
test_01259,0
test_01260,0
test_01261,0
test_01262,1
test_01263,1
test_01264,0
test_01265,1
test_01266,0
test_01267,0
test_01268,0
test_01269,0
test_01270,1
test_01271,0
test_01272,0
test_01273,0
test_01274,0
test_01275,1
test_01276,0
test_01277,1
test_01278,1
test_01279,0
test_01280,1
test_01281,1
test_01282,1
test_01283,0
test_01284,0
test_01285,0
test_01286,1
test_01287,1
test_01288,0
test_01289,1
test_01290,1
test_01291,0
test_01292,1
test_01293,0
test_01294,1
test_01295,1
test_01296,0
test_01297,1
test_01298,0
test_01299,1
test_01300,0
test_01301,1
test_01302,1
test_01303,0
test_01304,1
test_01305,0
test_01306,0
test_01307,1
test_01308,1
test_01309,0
test_01310,1
test_01311,0
test_01312,1
test_01313,1
test_01314,1
test_01315,0
test_01316,0
test_01317,1
test_01318,0
test_01319,0
test_01320,1
test_01321,0
test_01322,1
test_01323,1
test_01324,0
test_01325,1
test_01326,0
test_01327,0
test_01328,1
test_01329,1
test_01330,1
test_01331,0
test_01332,1
test_01333,1
test_01334,0
test_01335,1
test_01336,0
test_01337,1
test_01338,1
test_01339,1
test_01340,0
test_01341,1
test_01342,1
test_01343,1
test_01344,0
test_01345,1
test_01346,1
test_01347,1
test_01348,0
test_01349,0
test_01350,1
test_01351,1
test_01352,1
test_01353,0
test_01354,1
test_01355,1
test_01356,0
test_01357,0
test_01358,1
test_01359,0
test_01360,0
test_01361,1
test_01362,0
test_01363,1
test_01364,1
test_01365,0
test_01366,0
test_01367,1
test_01368,0
test_01369,0
test_01370,0
test_01371,0
test_01372,0
test_01373,1
test_01374,1
test_01375,0
test_01376,0
test_01377,0
test_01378,0
test_01379,0
test_01380,0
test_01381,0
test_01382,1
test_01383,1
test_01384,1
test_01385,1
test_01386,0
test_01387,0
test_01388,0
test_01389,0
test_01390,0
test_01391,0
test_01392,1
test_01393,1
test_01394,0
test_01395,1
test_01396,1
test_01397,0
test_01398,0
test_01399,0
test_01400,0
test_01401,0
test_01402,0
test_01403,0
test_01404,0
test_01405,1
test_01406,0
test_01407,1
test_01408,1
test_01409,1
test_01410,1
test_01411,0
test_01412,0
test_01413,0
test_01414,0
test_01415,1
test_01416,1
test_01417,0
test_01418,1
test_01419,0
test_01420,0
test_01421,0
test_01422,0
test_01423,1
test_01424,1
test_01425,1
test_01426,1
test_01427,0
test_01428,1
test_01429,1
test_01430,1
test_01431,0
test_01432,1
test_01433,1
test_01434,1
test_01435,1
test_01436,0
test_01437,0
test_01438,0
test_01439,1
test_01440,1
test_01441,0
test_01442,1
test_01443,0
test_01444,1
test_01445,1
test_01446,1
test_01447,1
test_01448,1
test_01449,1
test_01450,1
test_01451,0
test_01452,1
test_01453,1
test_01454,1
test_01455,1
test_01456,1
test_01457,1
test_01458,1
test_01459,1
test_01460,0
test_01461,0
test_01462,0
test_01463,1
test_01464,0
test_01465,1
test_01466,1
test_01467,1
test_01468,1
test_01469,0
test_01470,0
test_01471,1
test_01472,1
test_01473,0
test_01474,1
test_01475,0
test_01476,0
test_01477,1
test_01478,0
test_01479,1
test_01480,1
test_01481,1
test_01482,0
test_01483,1
test_01484,0
test_01485,0
test_01486,1
test_01487,0
test_01488,1
test_01489,1
test_01490,1
test_01491,0
test_01492,0
test_01493,0
test_01494,0
test_01495,0
test_01496,1
test_01497,1
test_01498,1
test_01499,1
test_01500,0
test_01501,0
test_01502,0
test_01503,1
test_01504,1
test_01505,0
test_01506,0
test_01507,1
test_01508,1
test_01509,1
test_01510,1
test_01511,1
test_01512,1
test_01513,1
test_01514,1
test_01515,1
test_01516,1
test_01517,0
test_01518,1
test_01519,1
test_01520,1
test_01521,1
test_01522,1
test_01523,0
test_01524,1
test_01525,1
test_01526,0
test_01527,1
test_01528,1
test_01529,0
test_01530,1
test_01531,1
test_01532,1
test_01533,0
test_01534,0
test_01535,0
test_01536,0
test_01537,1
test_01538,0
test_01539,1
test_01540,1
test_01541,1
test_01542,1
test_01543,1
test_01544,0
test_01545,1
test_01546,1
test_01547,1
test_01548,0
test_01549,0
test_01550,1
test_01551,0
test_01552,1
test_01553,1
test_01554,0
test_01555,1
test_01556,0
test_01557,1
test_01558,1
test_01559,0
test_01560,1
test_01561,0
test_01562,0
test_01563,0
test_01564,0
test_01565,1
test_01566,1
test_01567,0
test_01568,0
test_01569,0
test_01570,0
test_01571,1
test_01572,1
test_01573,1
test_01574,1
test_01575,0
test_01576,1
test_01577,0
test_01578,1
test_01579,1
test_01580,1
test_01581,1
test_01582,0
test_01583,0
test_01584,1
test_01585,0
test_01586,0
test_01587,1
test_01588,0
test_01589,1
test_01590,1
test_01591,1
test_01592,1
test_01593,0
test_01594,1
test_01595,1
test_01596,0
test_01597,1
test_01598,1
test_01599,1
test_01600,0
test_01601,1
test_01602,0
test_01603,1
test_01604,0
test_01605,0
test_01606,0
test_01607,1
test_01608,1
test_01609,1
test_01610,1
test_01611,0
test_01612,1
test_01613,0
test_01614,0
test_01615,1
test_01616,0
test_01617,1
test_01618,1
test_01619,0
test_01620,0
test_01621,0
test_01622,1
test_01623,1
test_01624,0
test_01625,0
test_01626,1
test_01627,1
test_01628,0
test_01629,1
test_01630,1
test_01631,1
test_01632,0
test_01633,1
test_01634,0
test_01635,1
test_01636,1
test_01637,0
test_01638,1
test_01639,0
test_01640,0
test_01641,0
test_01642,1
test_01643,0
test_01644,1
test_01645,1
test_01646,1
test_01647,1
test_01648,1
test_01649,0
test_01650,1
test_01651,0
test_01652,1
test_01653,0
test_01654,1
test_01655,1
test_01656,1
test_01657,0
test_01658,1
test_01659,0
test_01660,1
test_01661,0
test_01662,1
test_01663,0
test_01664,0
test_01665,1
test_01666,0
test_01667,0
test_01668,1
test_01669,0
test_01670,0
test_01671,1
test_01672,1
test_01673,0
test_01674,1
test_01675,0
test_01676,1
test_01677,1
test_01678,1
test_01679,1
test_01680,0
test_01681,1
test_01682,1
test_01683,0
test_01684,1
test_01685,1
test_01686,1
test_01687,1
test_01688,0
test_01689,0
test_01690,1
test_01691,1
test_01692,0
test_01693,1
test_01694,0
test_01695,0
test_01696,0
test_01697,1
test_01698,1
test_01699,0
test_01700,1
test_01701,0
test_01702,0
test_01703,1
test_01704,0
test_01705,1
test_01706,1
test_01707,1
test_01708,1
test_01709,1
test_01710,1
test_01711,0
test_01712,1
test_01713,0
test_01714,0
test_01715,1
test_01716,1
test_01717,1
test_01718,0
test_01719,0
test_01720,1
test_01721,0
test_01722,1
test_01723,1
test_01724,1
test_01725,0
test_01726,0
test_01727,1
test_01728,0
test_01729,1
test_01730,0
test_01731,0
test_01732,0
test_01733,1
test_01734,1
test_01735,1
test_01736,1
test_01737,1
test_01738,1
test_01739,1
test_01740,1
test_01741,0
test_01742,0
test_01743,1
test_01744,1
test_01745,1
test_01746,0
test_01747,1
test_01748,0
test_01749,0
test_01750,1
test_01751,0
test_01752,0
test_01753,0
test_01754,0
test_01755,1
test_01756,1
test_01757,1
test_01758,0
test_01759,1
test_01760,1
test_01761,0
test_01762,0
test_01763,0
test_01764,1
test_01765,1
test_01766,0
test_01767,0
test_01768,0
test_01769,1
test_01770,1
test_01771,0
test_01772,0
test_01773,1
test_01774,1
test_01775,1
test_01776,1
test_01777,1
test_01778,1
test_01779,1
test_01780,0
test_01781,1
test_01782,0
test_01783,1
test_01784,1
test_01785,1
test_01786,1
test_01787,0
test_01788,1
test_01789,1
test_01790,0
test_01791,1
test_01792,1
test_01793,1
test_01794,1
test_01795,0
test_01796,0
test_01797,1
test_01798,0
test_01799,1
test_01800,1
test_01801,1
test_01802,0
test_01803,1
test_01804,1
test_01805,0
test_01806,0
test_01807,1
test_01808,1
test_01809,1
test_01810,1
test_01811,1
test_01812,1
test_01813,0
test_01814,0
test_01815,1
test_01816,1
test_01817,0
test_01818,1
test_01819,1
test_01820,1
test_01821,1
test_01822,1
test_01823,0
test_01824,1
test_01825,0
test_01826,1
test_01827,0
test_01828,1
test_01829,0
test_01830,1
test_01831,0
test_01832,0
test_01833,0
test_01834,1
test_01835,1
test_01836,0
test_01837,1
test_01838,0
test_01839,1
test_01840,0
test_01841,1
test_01842,1
test_01843,0
test_01844,1
test_01845,0
test_01846,1
test_01847,1
test_01848,0
test_01849,1
test_01850,1
test_01851,1
test_01852,0
test_01853,1
test_01854,0
test_01855,0
test_01856,1
test_01857,0
test_01858,1
test_01859,1
test_01860,1
test_01861,0
test_01862,1
test_01863,1
test_01864,0
test_01865,1
test_01866,0
test_01867,0
test_01868,0
test_01869,1
test_01870,0
test_01871,1
test_01872,0
test_01873,1
test_01874,0
test_01875,0
test_01876,0
test_01877,1
test_01878,0
test_01879,1
test_01880,1
test_01881,1
test_01882,0
test_01883,1
test_01884,0
test_01885,0
test_01886,0
test_01887,1
test_01888,1
test_01889,0
test_01890,1
test_01891,1
test_01892,0
test_01893,1
test_01894,1
test_01895,0
test_01896,1
test_01897,0
test_01898,1
test_01899,1
test_01900,1
test_01901,0
test_01902,1
test_01903,0
test_01904,0
test_01905,1
test_01906,0
test_01907,1
test_01908,1
test_01909,0
test_01910,0
test_01911,1
test_01912,1
test_01913,0
test_01914,1
test_01915,1
test_01916,1
test_01917,1
test_01918,1
test_01919,0
test_01920,1
test_01921,0
test_01922,1
test_01923,1
test_01924,0
test_01925,1
test_01926,0
test_01927,1
test_01928,1
test_01929,1
test_01930,1
test_01931,0
test_01932,1
test_01933,0
test_01934,0
test_01935,0
test_01936,0
test_01937,1
test_01938,0
test_01939,1
test_01940,0
test_01941,0
test_01942,1
test_01943,0
test_01944,1
test_01945,1
test_01946,0
test_01947,0
test_01948,0
test_01949,1
test_01950,1
test_01951,0
test_01952,1
test_01953,0
test_01954,1
test_01955,0
test_01956,1
test_01957,1
test_01958,1
test_01959,0
test_01960,1
test_01961,1
test_01962,0
test_01963,1
test_01964,0
test_01965,1
test_01966,0
test_01967,0
test_01968,0
test_01969,0
test_01970,0
test_01971,1
test_01972,1
test_01973,0
test_01974,1
test_01975,1
test_01976,1
test_01977,0
test_01978,1
test_01979,0
test_01980,0
test_01981,0
test_01982,0
test_01983,0
test_01984,0
test_01985,1
test_01986,1
test_01987,0
test_01988,0
test_01989,0
test_01990,0
test_01991,1
test_01992,0
test_01993,1
test_01994,1
test_01995,1
test_01996,1
